target_id,sample_count,detection_count,detection_persistence,confidence_mean,confidence_std,dominant_class,class_agreement,class_entropy_bits,class_histogram_json,class_distribution_json,bbox_center_std_x_pixels,bbox_center_std_y_pixels,bbox_width_std_pixels,bbox_height_std_pixels,reference_box_source,reference_x1,reference_y1,reference_x2,reference_y2,mean_iou_to_reference,detected_sample_indices_json,missing_sample_indices_json
target_1,11,10,0.9090909090909091,0.2870767921209335,0.02038140609860627,military_truck,1.0,0.0,"{""military_truck"": 10}","{""military_truck"": 1.0}",0.2006416615825676,0.32688614337264293,0.3459533976359366,0.5723632592590281,clean_baseline,394.0321044921875,424.81536865234375,514.6845092773438,484.4949035644531,0.9871820198794404,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 10]",[9]
target_2,11,11,1.0,0.7242045185782693,0.007227787589261301,military_tank,1.0,0.0,"{""military_tank"": 11}","{""military_tank"": 1.0}",0.08049876762663033,0.07827253662303972,0.41294772221176895,0.14745656242611524,clean_baseline,1359.0445556640625,246.69943237304688,1465.1009521484375,303.01568603515625,0.9937701802414995,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",[]
target_3,11,5,0.45454545454545453,0.26782076954841616,0.012859750693625622,military_artillery,1.0,0.0,"{""military_artillery"": 5}","{""military_artillery"": 1.0}",0.18346462436696778,0.20186469634160029,0.18937996070961519,0.292898340029488,mean_observed_box,392.65485229492185,424.62330932617186,512.5443603515625,484.40126342773436,0.9911227927697104,"[1, 5, 7, 9, 10]","[0, 2, 3, 4, 6, 8]"
