"Name","Extension","SizeMB","LastModified","RelativePath"
"Screenshot_74_png.rf.0045a03d025e775ecea3468abbeae5f5.jpg",".jpg","0.125","6/30/2026 11:06:51 AM","predictions\detection\btr_test_predictions\test_images\Screenshot_74_png.rf.0045a03d025e775ecea3468abbeae5f5.jpg"
"Screenshot_95_png.rf.5ed3034a932daf470d45d1840e3b27ed.jpg",".jpg","0.088","6/30/2026 11:06:51 AM","predictions\detection\btr_test_predictions\test_images\Screenshot_95_png.rf.5ed3034a932daf470d45d1840e3b27ed.jpg"
"vehicles.avi",".avi","91.478","6/26/2026 1:35:09 PM","predictions\detection\predict\vehicles.avi"
"index.avi",".avi","0.791","6/26/2026 2:51:52 PM","predictions\detection\predict-10\index.avi"
"vehicles.avi",".avi","91.478","6/29/2026 11:21:15 AM","predictions\detection\predict-12\vehicles.avi"
"vehicles.avi",".avi","91.478","6/26/2026 1:38:49 PM","predictions\detection\predict-2\vehicles.avi"
"vehicles.avi",".avi","91.478","6/26/2026 2:28:53 PM","predictions\detection\predict-3\vehicles.avi"
"vehicles.avi",".avi","91.478","6/26/2026 2:33:14 PM","predictions\detection\predict-5\vehicles.avi"
"vehicles.avi",".avi","91.571","6/26/2026 2:35:01 PM","predictions\detection\predict-6\vehicles.avi"
"vehicles.avi",".avi","91.478","6/26/2026 2:36:37 PM","predictions\detection\predict-7\vehicles.avi"
"1minutesVIEWdroneVIDEOTANKS.avi",".avi","23.24","7/2/2026 4:11:22 PM","tracking_tests\kaggle_v1_1min_botsort_960\1minutesVIEWdroneVIDEOTANKS.avi"
"1minutesVIEWdroneVIDEOTANKS.avi",".avi","60.841","7/2/2026 4:12:41 PM","tracking_tests\kaggle_v1_1min_bytetrack_960\1minutesVIEWdroneVIDEOTANKS.avi"
"1minutesVIEWdroneVIDEOTANKS.avi",".avi","57.185","7/2/2026 4:08:55 PM","tracking_tests\kaggle_v1_1min_drone_tanks_track\1minutesVIEWdroneVIDEOTANKS.avi"
"multiTankVideo.avi",".avi","2.951","7/2/2026 4:06:08 PM","tracking_tests\kaggle_v1_multiTank_track\multiTankVideo.avi"
"multiTankVideo.avi",".avi","2.732","7/1/2026 3:13:44 PM","tracking_tests\multiTankVideo_conf45\multiTankVideo.avi"
"multiTankVideo.avi",".avi","2.905","7/1/2026 3:03:24 PM","tracking_tests\multiTankVideo_test\multiTankVideo.avi"
