epoch,time,train/loss,metrics/accuracy_top1,metrics/accuracy_top5,val/loss,lr/pg0,lr/pg1,lr/pg2
71,314.694,0.00247,0.97283,1,0.19455,0.000167188,0.000167188,0.000167188
72,318.685,0.00308,0.97283,1,0.16509,0.000151719,0.000151719,0.000151719
73,322.651,0.00312,0.97283,1,0.15912,0.00013625,0.00013625,0.00013625
74,326.593,0.00397,0.97554,1,0.15174,0.000120781,0.000120781,0.000120781
75,330.492,0.00376,0.97283,1,0.15039,0.000105312,0.000105312,0.000105312
76,334.475,0.00246,0.97283,1,0.14526,8.98437e-05,8.98437e-05,8.98437e-05
77,338.408,0.00393,0.97283,1,0.15859,7.4375e-05,7.4375e-05,7.4375e-05
78,342.352,0.00241,0.97283,1,0.16376,5.89062e-05,5.89062e-05,5.89062e-05
79,346.377,0.00129,0.97283,1,0.18776,4.34375e-05,4.34375e-05,4.34375e-05
80,350.571,0.00283,0.97283,1,0.14709,2.79687e-05,2.79687e-05,2.79687e-05
